date_key,day_id,date,year,quarter,month,month_name,year_month,day_of_month,wday,weekday_name,is_weekend,wm_yr_wk,weekday,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
20110920,d_235,2011-09-20,2011,3,9,September,2011-09,20,4,Tuesday,0,11134,Tuesday,,,,,0,0,0
20110921,d_236,2011-09-21,2011,3,9,September,2011-09,21,5,Wednesday,0,11134,Wednesday,,,,,0,0,0
20110922,d_237,2011-09-22,2011,3,9,September,2011-09,22,6,Thursday,0,11134,Thursday,,,,,0,0,0
20110923,d_238,2011-09-23,2011,3,9,September,2011-09,23,7,Friday,0,11134,Friday,,,,,0,0,0
20110924,d_239,2011-09-24,2011,3,9,September,2011-09,24,1,Saturday,1,11135,Saturday,,,,,0,0,0
20110925,d_240,2011-09-25,2011,3,9,September,2011-09,25,2,Sunday,1,11135,Sunday,,,,,0,0,0
20110926,d_241,2011-09-26,2011,3,9,September,2011-09,26,3,Monday,0,11135,Monday,,,,,0,0,0
20110927,d_242,2011-09-27,2011,3,9,September,2011-09,27,4,Tuesday,0,11135,Tuesday,,,,,0,0,0
20110928,d_243,2011-09-28,2011,3,9,September,2011-09,28,5,Wednesday,0,11135,Wednesday,,,,,0,0,0
20110929,d_244,2011-09-29,2011,3,9,September,2011-09,29,6,Thursday,0,11135,Thursday,,,,,0,0,0
20110930,d_245,2011-09-30,2011,3,9,September,2011-09,30,7,Friday,0,11135,Friday,,,,,0,0,0
20111001,d_246,2011-10-01,2011,4,10,October,2011-10,1,1,Saturday,1,11136,Saturday,,,,,1,1,0
20111002,d_247,2011-10-02,2011,4,10,October,2011-10,2,2,Sunday,1,11136,Sunday,,,,,1,0,1
20111003,d_248,2011-10-03,2011,4,10,October,2011-10,3,3,Monday,0,11136,Monday,,,,,1,1,1
20111004,d_249,2011-10-04,2011,4,10,October,2011-10,4,4,Tuesday,0,11136,Tuesday,,,,,1,0,0
20111005,d_250,2011-10-05,2011,4,10,October,2011-10,5,5,Wednesday,0,11136,Wednesday,,,,,1,1,1
20111006,d_251,2011-10-06,2011,4,10,October,2011-10,6,6,Thursday,0,11136,Thursday,,,,,1,1,1
20111007,d_252,2011-10-07,2011,4,10,October,2011-10,7,7,Friday,0,11136,Friday,,,,,1,1,0
20111008,d_253,2011-10-08,2011,4,10,October,2011-10,8,1,Saturday,1,11137,Saturday,,,,,1,0,1
20111009,d_254,2011-10-09,2011,4,10,October,2011-10,9,2,Sunday,1,11137,Sunday,,,,,1,1,1
20111010,d_255,2011-10-10,2011,4,10,October,2011-10,10,3,Monday,0,11137,Monday,ColumbusDay,National,,,1,0,0
20111011,d_256,2011-10-11,2011,4,10,October,2011-10,11,4,Tuesday,0,11137,Tuesday,,,,,0,1,1
20111012,d_257,2011-10-12,2011,4,10,October,2011-10,12,5,Wednesday,0,11137,Wednesday,,,,,0,1,1
20111013,d_258,2011-10-13,2011,4,10,October,2011-10,13,6,Thursday,0,11137,Thursday,,,,,0,1,0
20111014,d_259,2011-10-14,2011,4,10,October,2011-10,14,7,Friday,0,11137,Friday,,,,,0,0,1
20111015,d_260,2011-10-15,2011,4,10,October,2011-10,15,1,Saturday,1,11138,Saturday,,,,,0,1,1
20111016,d_261,2011-10-16,2011,4,10,October,2011-10,16,2,Sunday,1,11138,Sunday,,,,,0,0,0
20111017,d_262,2011-10-17,2011,4,10,October,2011-10,17,3,Monday,0,11138,Monday,,,,,0,0,0
20111018,d_263,2011-10-18,2011,4,10,October,2011-10,18,4,Tuesday,0,11138,Tuesday,,,,,0,0,0
20111019,d_264,2011-10-19,2011,4,10,October,2011-10,19,5,Wednesday,0,11138,Wednesday,,,,,0,0,0
20111020,d_265,2011-10-20,2011,4,10,October,2011-10,20,6,Thursday,0,11138,Thursday,,,,,0,0,0
20111021,d_266,2011-10-21,2011,4,10,October,2011-10,21,7,Friday,0,11138,Friday,,,,,0,0,0
20111022,d_267,2011-10-22,2011,4,10,October,2011-10,22,1,Saturday,1,11139,Saturday,,,,,0,0,0
20111023,d_268,2011-10-23,2011,4,10,October,2011-10,23,2,Sunday,1,11139,Sunday,,,,,0,0,0
20111024,d_269,2011-10-24,2011,4,10,October,2011-10,24,3,Monday,0,11139,Monday,,,,,0,0,0
20111025,d_270,2011-10-25,2011,4,10,October,2011-10,25,4,Tuesday,0,11139,Tuesday,,,,,0,0,0
20111026,d_271,2011-10-26,2011,4,10,October,2011-10,26,5,Wednesday,0,11139,Wednesday,,,,,0,0,0
20111027,d_272,2011-10-27,2011,4,10,October,2011-10,27,6,Thursday,0,11139,Thursday,,,,,0,0,0
20111028,d_273,2011-10-28,2011,4,10,October,2011-10,28,7,Friday,0,11139,Friday,,,,,0,0,0
20111029,d_274,2011-10-29,2011,4,10,October,2011-10,29,1,Saturday,1,11140,Saturday,,,,,0,0,0
20111030,d_275,2011-10-30,2011,4,10,October,2011-10,30,2,Sunday,1,11140,Sunday,,,,,0,0,0
20111031,d_276,2011-10-31,2011,4,10,October,2011-10,31,3,Monday,0,11140,Monday,Halloween,Cultural,,,0,0,0
20111101,d_277,2011-11-01,2011,4,11,November,2011-11,1,4,Tuesday,0,11140,Tuesday,,,,,1,1,0
20111102,d_278,2011-11-02,2011,4,11,November,2011-11,2,5,Wednesday,0,11140,Wednesday,,,,,1,0,1
20111103,d_279,2011-11-03,2011,4,11,November,2011-11,3,6,Thursday,0,11140,Thursday,,,,,1,1,1
20111104,d_280,2011-11-04,2011,4,11,November,2011-11,4,7,Friday,0,11140,Friday,,,,,1,0,0
20111105,d_281,2011-11-05,2011,4,11,November,2011-11,5,1,Saturday,1,11141,Saturday,,,,,1,1,1
20111106,d_282,2011-11-06,2011,4,11,November,2011-11,6,2,Sunday,1,11141,Sunday,,,,,1,1,1
20111107,d_283,2011-11-07,2011,4,11,November,2011-11,7,3,Monday,0,11141,Monday,EidAlAdha,Religious,,,1,1,0
20111108,d_284,2011-11-08,2011,4,11,November,2011-11,8,4,Tuesday,0,11141,Tuesday,,,,,1,0,1
20111109,d_285,2011-11-09,2011,4,11,November,2011-11,9,5,Wednesday,0,11141,Wednesday,,,,,1,1,1
20111110,d_286,2011-11-10,2011,4,11,November,2011-11,10,6,Thursday,0,11141,Thursday,,,,,1,0,0
20111111,d_287,2011-11-11,2011,4,11,November,2011-11,11,7,Friday,0,11141,Friday,VeteransDay,National,,,0,1,1
20111112,d_288,2011-11-12,2011,4,11,November,2011-11,12,1,Saturday,1,11142,Saturday,,,,,0,1,1
20111113,d_289,2011-11-13,2011,4,11,November,2011-11,13,2,Sunday,1,11142,Sunday,,,,,0,1,0
20111114,d_290,2011-11-14,2011,4,11,November,2011-11,14,3,Monday,0,11142,Monday,,,,,0,0,1
20111115,d_291,2011-11-15,2011,4,11,November,2011-11,15,4,Tuesday,0,11142,Tuesday,,,,,0,1,1
20111116,d_292,2011-11-16,2011,4,11,November,2011-11,16,5,Wednesday,0,11142,Wednesday,,,,,0,0,0
20111117,d_293,2011-11-17,2011,4,11,November,2011-11,17,6,Thursday,0,11142,Thursday,,,,,0,0,0
20111118,d_294,2011-11-18,2011,4,11,November,2011-11,18,7,Friday,0,11142,Friday,,,,,0,0,0
20111119,d_295,2011-11-19,2011,4,11,November,2011-11,19,1,Saturday,1,11143,Saturday,,,,,0,0,0
20111120,d_296,2011-11-20,2011,4,11,November,2011-11,20,2,Sunday,1,11143,Sunday,,,,,0,0,0
20111121,d_297,2011-11-21,2011,4,11,November,2011-11,21,3,Monday,0,11143,Monday,,,,,0,0,0
20111122,d_298,2011-11-22,2011,4,11,November,2011-11,22,4,Tuesday,0,11143,Tuesday,,,,,0,0,0
20111123,d_299,2011-11-23,2011,4,11,November,2011-11,23,5,Wednesday,0,11143,Wednesday,,,,,0,0,0
20111124,d_300,2011-11-24,2011,4,11,November,2011-11,24,6,Thursday,0,11143,Thursday,Thanksgiving,National,,,0,0,0
20111125,d_301,2011-11-25,2011,4,11,November,2011-11,25,7,Friday,0,11143,Friday,,,,,0,0,0
20111126,d_302,2011-11-26,2011,4,11,November,2011-11,26,1,Saturday,1,11144,Saturday,,,,,0,0,0
20111127,d_303,2011-11-27,2011,4,11,November,2011-11,27,2,Sunday,1,11144,Sunday,,,,,0,0,0
20111128,d_304,2011-11-28,2011,4,11,November,2011-11,28,3,Monday,0,11144,Monday,,,,,0,0,0
20111129,d_305,2011-11-29,2011,4,11,November,2011-11,29,4,Tuesday,0,11144,Tuesday,,,,,0,0,0
20111130,d_306,2011-11-30,2011,4,11,November,2011-11,30,5,Wednesday,0,11144,Wednesday,,,,,0,0,0
20111201,d_307,2011-12-01,2011,4,12,December,2011-12,1,6,Thursday,0,11144,Thursday,,,,,1,1,0
20111202,d_308,2011-12-02,2011,4,12,December,2011-12,2,7,Friday,0,11144,Friday,,,,,1,0,1
20111203,d_309,2011-12-03,2011,4,12,December,2011-12,3,1,Saturday,1,11145,Saturday,,,,,1,1,1
20111204,d_310,2011-12-04,2011,4,12,December,2011-12,4,2,Sunday,1,11145,Sunday,,,,,1,0,0
20111205,d_311,2011-12-05,2011,4,12,December,2011-12,5,3,Monday,0,11145,Monday,,,,,1,1,1
20111206,d_312,2011-12-06,2011,4,12,December,2011-12,6,4,Tuesday,0,11145,Tuesday,,,,,1,1,1
20111207,d_313,2011-12-07,2011,4,12,December,2011-12,7,5,Wednesday,0,11145,Wednesday,,,,,1,1,0
20111208,d_314,2011-12-08,2011,4,12,December,2011-12,8,6,Thursday,0,11145,Thursday,,,,,1,0,1
20111209,d_315,2011-12-09,2011,4,12,December,2011-12,9,7,Friday,0,11145,Friday,,,,,1,1,1
20111210,d_316,2011-12-10,2011,4,12,December,2011-12,10,1,Saturday,1,11146,Saturday,,,,,1,0,0
20111211,d_317,2011-12-11,2011,4,12,December,2011-12,11,2,Sunday,1,11146,Sunday,,,,,0,1,1
20111212,d_318,2011-12-12,2011,4,12,December,2011-12,12,3,Monday,0,11146,Monday,,,,,0,1,1
20111213,d_319,2011-12-13,2011,4,12,December,2011-12,13,4,Tuesday,0,11146,Tuesday,,,,,0,1,0
20111214,d_320,2011-12-14,2011,4,12,December,2011-12,14,5,Wednesday,0,11146,Wednesday,,,,,0,0,1
20111215,d_321,2011-12-15,2011,4,12,December,2011-12,15,6,Thursday,0,11146,Thursday,,,,,0,1,1
20111216,d_322,2011-12-16,2011,4,12,December,2011-12,16,7,Friday,0,11146,Friday,,,,,0,0,0
20111217,d_323,2011-12-17,2011,4,12,December,2011-12,17,1,Saturday,1,11147,Saturday,,,,,0,0,0
20111218,d_324,2011-12-18,2011,4,12,December,2011-12,18,2,Sunday,1,11147,Sunday,,,,,0,0,0
20111219,d_325,2011-12-19,2011,4,12,December,2011-12,19,3,Monday,0,11147,Monday,,,,,0,0,0
20111220,d_326,2011-12-20,2011,4,12,December,2011-12,20,4,Tuesday,0,11147,Tuesday,,,,,0,0,0
20111221,d_327,2011-12-21,2011,4,12,December,2011-12,21,5,Wednesday,0,11147,Wednesday,,,,,0,0,0
20111222,d_328,2011-12-22,2011,4,12,December,2011-12,22,6,Thursday,0,11147,Thursday,,,,,0,0,0
20111223,d_329,2011-12-23,2011,4,12,December,2011-12,23,7,Friday,0,11147,Friday,,,,,0,0,0
20111224,d_330,2011-12-24,2011,4,12,December,2011-12,24,1,Saturday,1,11148,Saturday,,,,,0,0,0
20111225,d_331,2011-12-25,2011,4,12,December,2011-12,25,2,Sunday,1,11148,Sunday,Christmas,National,,,0,0,0
20111226,d_332,2011-12-26,2011,4,12,December,2011-12,26,3,Monday,0,11148,Monday,,,,,0,0,0
20111227,d_333,2011-12-27,2011,4,12,December,2011-12,27,4,Tuesday,0,11148,Tuesday,,,,,0,0,0
20111228,d_334,2011-12-28,2011,4,12,December,2011-12,28,5,Wednesday,0,11148,Wednesday,Chanukah End,Religious,,,0,0,0
20111229,d_335,2011-12-29,2011,4,12,December,2011-12,29,6,Thursday,0,11148,Thursday,,,,,0,0,0
20111230,d_336,2011-12-30,2011,4,12,December,2011-12,30,7,Friday,0,11148,Friday,,,,,0,0,0
20111231,d_337,2011-12-31,2011,4,12,December,2011-12,31,1,Saturday,1,11149,Saturday,,,,,0,0,0
20120101,d_338,2012-01-01,2012,1,1,January,2012-01,1,2,Sunday,1,11149,Sunday,NewYear,National,,,1,1,0
20120102,d_339,2012-01-02,2012,1,1,January,2012-01,2,3,Monday,0,11149,Monday,,,,,1,0,1
20120103,d_340,2012-01-03,2012,1,1,January,2012-01,3,4,Tuesday,0,11149,Tuesday,,,,,1,1,1
20120104,d_341,2012-01-04,2012,1,1,January,2012-01,4,5,Wednesday,0,11149,Wednesday,,,,,1,0,0
20120105,d_342,2012-01-05,2012,1,1,January,2012-01,5,6,Thursday,0,11149,Thursday,,,,,1,1,1
20120106,d_343,2012-01-06,2012,1,1,January,2012-01,6,7,Friday,0,11149,Friday,,,,,1,1,1
20120107,d_344,2012-01-07,2012,1,1,January,2012-01,7,1,Saturday,1,11150,Saturday,OrthodoxChristmas,Religious,,,1,1,0
20120108,d_345,2012-01-08,2012,1,1,January,2012-01,8,2,Sunday,1,11150,Sunday,,,,,1,0,1
20120109,d_346,2012-01-09,2012,1,1,January,2012-01,9,3,Monday,0,11150,Monday,,,,,1,1,1
20120110,d_347,2012-01-10,2012,1,1,January,2012-01,10,4,Tuesday,0,11150,Tuesday,,,,,1,0,0
20120111,d_348,2012-01-11,2012,1,1,January,2012-01,11,5,Wednesday,0,11150,Wednesday,,,,,0,1,1
20120112,d_349,2012-01-12,2012,1,1,January,2012-01,12,6,Thursday,0,11150,Thursday,,,,,0,1,1
20120113,d_350,2012-01-13,2012,1,1,January,2012-01,13,7,Friday,0,11150,Friday,,,,,0,1,0
20120114,d_351,2012-01-14,2012,1,1,January,2012-01,14,1,Saturday,1,11151,Saturday,,,,,0,0,1
20120115,d_352,2012-01-15,2012,1,1,January,2012-01,15,2,Sunday,1,11151,Sunday,,,,,0,1,1
20120116,d_353,2012-01-16,2012,1,1,January,2012-01,16,3,Monday,0,11151,Monday,MartinLutherKingDay,National,,,0,0,0
20120117,d_354,2012-01-17,2012,1,1,January,2012-01,17,4,Tuesday,0,11151,Tuesday,,,,,0,0,0
20120118,d_355,2012-01-18,2012,1,1,January,2012-01,18,5,Wednesday,0,11151,Wednesday,,,,,0,0,0
20120119,d_356,2012-01-19,2012,1,1,January,2012-01,19,6,Thursday,0,11151,Thursday,,,,,0,0,0
20120120,d_357,2012-01-20,2012,1,1,January,2012-01,20,7,Friday,0,11151,Friday,,,,,0,0,0
20120121,d_358,2012-01-21,2012,1,1,January,2012-01,21,1,Saturday,1,11152,Saturday,,,,,0,0,0
20120122,d_359,2012-01-22,2012,1,1,January,2012-01,22,2,Sunday,1,11152,Sunday,,,,,0,0,0
20120123,d_360,2012-01-23,2012,1,1,January,2012-01,23,3,Monday,0,11152,Monday,,,,,0,0,0
20120124,d_361,2012-01-24,2012,1,1,January,2012-01,24,4,Tuesday,0,11152,Tuesday,,,,,0,0,0
20120125,d_362,2012-01-25,2012,1,1,January,2012-01,25,5,Wednesday,0,11152,Wednesday,,,,,0,0,0
20120126,d_363,2012-01-26,2012,1,1,January,2012-01,26,6,Thursday,0,11152,Thursday,,,,,0,0,0
20120127,d_364,2012-01-27,2012,1,1,January,2012-01,27,7,Friday,0,11152,Friday,,,,,0,0,0
20120128,d_365,2012-01-28,2012,1,1,January,2012-01,28,1,Saturday,1,11201,Saturday,,,,,0,0,0
20120129,d_366,2012-01-29,2012,1,1,January,2012-01,29,2,Sunday,1,11201,Sunday,,,,,0,0,0
20120130,d_367,2012-01-30,2012,1,1,January,2012-01,30,3,Monday,0,11201,Monday,,,,,0,0,0
20120131,d_368,2012-01-31,2012,1,1,January,2012-01,31,4,Tuesday,0,11201,Tuesday,,,,,0,0,0
20120201,d_369,2012-02-01,2012,1,2,February,2012-02,1,5,Wednesday,0,11201,Wednesday,,,,,1,1,0
20120202,d_370,2012-02-02,2012,1,2,February,2012-02,2,6,Thursday,0,11201,Thursday,,,,,1,0,1
20120203,d_371,2012-02-03,2012,1,2,February,2012-02,3,7,Friday,0,11201,Friday,,,,,1,1,1
20120204,d_372,2012-02-04,2012,1,2,February,2012-02,4,1,Saturday,1,11202,Saturday,,,,,1,0,0
20120205,d_373,2012-02-05,2012,1,2,February,2012-02,5,2,Sunday,1,11202,Sunday,SuperBowl,Sporting,,,1,1,1
20120206,d_374,2012-02-06,2012,1,2,February,2012-02,6,3,Monday,0,11202,Monday,,,,,1,1,1
20120207,d_375,2012-02-07,2012,1,2,February,2012-02,7,4,Tuesday,0,11202,Tuesday,,,,,1,1,0
20120208,d_376,2012-02-08,2012,1,2,February,2012-02,8,5,Wednesday,0,11202,Wednesday,,,,,1,0,1
20120209,d_377,2012-02-09,2012,1,2,February,2012-02,9,6,Thursday,0,11202,Thursday,,,,,1,1,1
20120210,d_378,2012-02-10,2012,1,2,February,2012-02,10,7,Friday,0,11202,Friday,,,,,1,0,0
20120211,d_379,2012-02-11,2012,1,2,February,2012-02,11,1,Saturday,1,11203,Saturday,,,,,0,1,1
20120212,d_380,2012-02-12,2012,1,2,February,2012-02,12,2,Sunday,1,11203,Sunday,,,,,0,1,1
20120213,d_381,2012-02-13,2012,1,2,February,2012-02,13,3,Monday,0,11203,Monday,,,,,0,1,0
20120214,d_382,2012-02-14,2012,1,2,February,2012-02,14,4,Tuesday,0,11203,Tuesday,ValentinesDay,Cultural,,,0,0,1
20120215,d_383,2012-02-15,2012,1,2,February,2012-02,15,5,Wednesday,0,11203,Wednesday,,,,,0,1,1
20120216,d_384,2012-02-16,2012,1,2,February,2012-02,16,6,Thursday,0,11203,Thursday,,,,,0,0,0
20120217,d_385,2012-02-17,2012,1,2,February,2012-02,17,7,Friday,0,11203,Friday,,,,,0,0,0
20120218,d_386,2012-02-18,2012,1,2,February,2012-02,18,1,Saturday,1,11204,Saturday,,,,,0,0,0
20120219,d_387,2012-02-19,2012,1,2,February,2012-02,19,2,Sunday,1,11204,Sunday,,,,,0,0,0
20120220,d_388,2012-02-20,2012,1,2,February,2012-02,20,3,Monday,0,11204,Monday,PresidentsDay,National,,,0,0,0
20120221,d_389,2012-02-21,2012,1,2,February,2012-02,21,4,Tuesday,0,11204,Tuesday,,,,,0,0,0
20120222,d_390,2012-02-22,2012,1,2,February,2012-02,22,5,Wednesday,0,11204,Wednesday,LentStart,Religious,,,0,0,0
20120223,d_391,2012-02-23,2012,1,2,February,2012-02,23,6,Thursday,0,11204,Thursday,,,,,0,0,0
20120224,d_392,2012-02-24,2012,1,2,February,2012-02,24,7,Friday,0,11204,Friday,,,,,0,0,0
20120225,d_393,2012-02-25,2012,1,2,February,2012-02,25,1,Saturday,1,11205,Saturday,,,,,0,0,0
20120226,d_394,2012-02-26,2012,1,2,February,2012-02,26,2,Sunday,1,11205,Sunday,,,,,0,0,0
20120227,d_395,2012-02-27,2012,1,2,February,2012-02,27,3,Monday,0,11205,Monday,,,,,0,0,0
20120228,d_396,2012-02-28,2012,1,2,February,2012-02,28,4,Tuesday,0,11205,Tuesday,,,,,0,0,0
20120229,d_397,2012-02-29,2012,1,2,February,2012-02,29,5,Wednesday,0,11205,Wednesday,LentWeek2,Religious,,,0,0,0
20120301,d_398,2012-03-01,2012,1,3,March,2012-03,1,6,Thursday,0,11205,Thursday,,,,,1,1,0
20120302,d_399,2012-03-02,2012,1,3,March,2012-03,2,7,Friday,0,11205,Friday,,,,,1,0,1
20120303,d_400,2012-03-03,2012,1,3,March,2012-03,3,1,Saturday,1,11206,Saturday,,,,,1,1,1
20120304,d_401,2012-03-04,2012,1,3,March,2012-03,4,2,Sunday,1,11206,Sunday,,,,,1,0,0
20120305,d_402,2012-03-05,2012,1,3,March,2012-03,5,3,Monday,0,11206,Monday,,,,,1,1,1
20120306,d_403,2012-03-06,2012,1,3,March,2012-03,6,4,Tuesday,0,11206,Tuesday,,,,,1,1,1
20120307,d_404,2012-03-07,2012,1,3,March,2012-03,7,5,Wednesday,0,11206,Wednesday,,,,,1,1,0
20120308,d_405,2012-03-08,2012,1,3,March,2012-03,8,6,Thursday,0,11206,Thursday,Purim End,Religious,,,1,0,1
20120309,d_406,2012-03-09,2012,1,3,March,2012-03,9,7,Friday,0,11206,Friday,,,,,1,1,1
20120310,d_407,2012-03-10,2012,1,3,March,2012-03,10,1,Saturday,1,11207,Saturday,,,,,1,0,0
20120311,d_408,2012-03-11,2012,1,3,March,2012-03,11,2,Sunday,1,11207,Sunday,,,,,0,1,1
20120312,d_409,2012-03-12,2012,1,3,March,2012-03,12,3,Monday,0,11207,Monday,,,,,0,1,1
20120313,d_410,2012-03-13,2012,1,3,March,2012-03,13,4,Tuesday,0,11207,Tuesday,,,,,0,1,0
20120314,d_411,2012-03-14,2012,1,3,March,2012-03,14,5,Wednesday,0,11207,Wednesday,,,,,0,0,1
20120315,d_412,2012-03-15,2012,1,3,March,2012-03,15,6,Thursday,0,11207,Thursday,,,,,0,1,1
20120316,d_413,2012-03-16,2012,1,3,March,2012-03,16,7,Friday,0,11207,Friday,,,,,0,0,0
20120317,d_414,2012-03-17,2012,1,3,March,2012-03,17,1,Saturday,1,11208,Saturday,StPatricksDay,Cultural,,,0,0,0
20120318,d_415,2012-03-18,2012,1,3,March,2012-03,18,2,Sunday,1,11208,Sunday,,,,,0,0,0
20120319,d_416,2012-03-19,2012,1,3,March,2012-03,19,3,Monday,0,11208,Monday,,,,,0,0,0
20120320,d_417,2012-03-20,2012,1,3,March,2012-03,20,4,Tuesday,0,11208,Tuesday,,,,,0,0,0
20120321,d_418,2012-03-21,2012,1,3,March,2012-03,21,5,Wednesday,0,11208,Wednesday,,,,,0,0,0
20120322,d_419,2012-03-22,2012,1,3,March,2012-03,22,6,Thursday,0,11208,Thursday,,,,,0,0,0
20120323,d_420,2012-03-23,2012,1,3,March,2012-03,23,7,Friday,0,11208,Friday,,,,,0,0,0
20120324,d_421,2012-03-24,2012,1,3,March,2012-03,24,1,Saturday,1,11209,Saturday,,,,,0,0,0
20120325,d_422,2012-03-25,2012,1,3,March,2012-03,25,2,Sunday,1,11209,Sunday,,,,,0,0,0
20120326,d_423,2012-03-26,2012,1,3,March,2012-03,26,3,Monday,0,11209,Monday,,,,,0,0,0
20120327,d_424,2012-03-27,2012,1,3,March,2012-03,27,4,Tuesday,0,11209,Tuesday,,,,,0,0,0
20120328,d_425,2012-03-28,2012,1,3,March,2012-03,28,5,Wednesday,0,11209,Wednesday,,,,,0,0,0
20120329,d_426,2012-03-29,2012,1,3,March,2012-03,29,6,Thursday,0,11209,Thursday,,,,,0,0,0
20120330,d_427,2012-03-30,2012,1,3,March,2012-03,30,7,Friday,0,11209,Friday,,,,,0,0,0
20120331,d_428,2012-03-31,2012,1,3,March,2012-03,31,1,Saturday,1,11210,Saturday,,,,,0,0,0
20120401,d_429,2012-04-01,2012,2,4,April,2012-04,1,2,Sunday,1,11210,Sunday,,,,,1,1,0
20120402,d_430,2012-04-02,2012,2,4,April,2012-04,2,3,Monday,0,11210,Monday,,,,,1,0,1
20120403,d_431,2012-04-03,2012,2,4,April,2012-04,3,4,Tuesday,0,11210,Tuesday,,,,,1,1,1
20120404,d_432,2012-04-04,2012,2,4,April,2012-04,4,5,Wednesday,0,11210,Wednesday,,,,,1,0,0
20120405,d_433,2012-04-05,2012,2,4,April,2012-04,5,6,Thursday,0,11210,Thursday,,,,,1,1,1
20120406,d_434,2012-04-06,2012,2,4,April,2012-04,6,7,Friday,0,11210,Friday,,,,,1,1,1
20120407,d_435,2012-04-07,2012,2,4,April,2012-04,7,1,Saturday,1,11211,Saturday,,,,,1,1,0
20120408,d_436,2012-04-08,2012,2,4,April,2012-04,8,2,Sunday,1,11211,Sunday,Easter,Cultural,,,1,0,1
20120409,d_437,2012-04-09,2012,2,4,April,2012-04,9,3,Monday,0,11211,Monday,,,,,1,1,1
20120410,d_438,2012-04-10,2012,2,4,April,2012-04,10,4,Tuesday,0,11211,Tuesday,,,,,1,0,0
20120411,d_439,2012-04-11,2012,2,4,April,2012-04,11,5,Wednesday,0,11211,Wednesday,,,,,0,1,1
20120412,d_440,2012-04-12,2012,2,4,April,2012-04,12,6,Thursday,0,11211,Thursday,,,,,0,1,1
20120413,d_441,2012-04-13,2012,2,4,April,2012-04,13,7,Friday,0,11211,Friday,,,,,0,1,0
20120414,d_442,2012-04-14,2012,2,4,April,2012-04,14,1,Saturday,1,11212,Saturday,Pesach End,Religious,,,0,0,1
20120415,d_443,2012-04-15,2012,2,4,April,2012-04,15,2,Sunday,1,11212,Sunday,OrthodoxEaster,Religious,,,0,1,1
20120416,d_444,2012-04-16,2012,2,4,April,2012-04,16,3,Monday,0,11212,Monday,,,,,0,0,0
20120417,d_445,2012-04-17,2012,2,4,April,2012-04,17,4,Tuesday,0,11212,Tuesday,,,,,0,0,0
20120418,d_446,2012-04-18,2012,2,4,April,2012-04,18,5,Wednesday,0,11212,Wednesday,,,,,0,0,0
20120419,d_447,2012-04-19,2012,2,4,April,2012-04,19,6,Thursday,0,11212,Thursday,,,,,0,0,0
20120420,d_448,2012-04-20,2012,2,4,April,2012-04,20,7,Friday,0,11212,Friday,,,,,0,0,0
20120421,d_449,2012-04-21,2012,2,4,April,2012-04,21,1,Saturday,1,11213,Saturday,,,,,0,0,0
20120422,d_450,2012-04-22,2012,2,4,April,2012-04,22,2,Sunday,1,11213,Sunday,,,,,0,0,0
20120423,d_451,2012-04-23,2012,2,4,April,2012-04,23,3,Monday,0,11213,Monday,,,,,0,0,0
20120424,d_452,2012-04-24,2012,2,4,April,2012-04,24,4,Tuesday,0,11213,Tuesday,,,,,0,0,0
20120425,d_453,2012-04-25,2012,2,4,April,2012-04,25,5,Wednesday,0,11213,Wednesday,,,,,0,0,0
20120426,d_454,2012-04-26,2012,2,4,April,2012-04,26,6,Thursday,0,11213,Thursday,,,,,0,0,0
20120427,d_455,2012-04-27,2012,2,4,April,2012-04,27,7,Friday,0,11213,Friday,,,,,0,0,0
20120428,d_456,2012-04-28,2012,2,4,April,2012-04,28,1,Saturday,1,11214,Saturday,,,,,0,0,0
20120429,d_457,2012-04-29,2012,2,4,April,2012-04,29,2,Sunday,1,11214,Sunday,,,,,0,0,0
20120430,d_458,2012-04-30,2012,2,4,April,2012-04,30,3,Monday,0,11214,Monday,,,,,0,0,0
20120501,d_459,2012-05-01,2012,2,5,May,2012-05,1,4,Tuesday,0,11214,Tuesday,,,,,1,1,0
20120502,d_460,2012-05-02,2012,2,5,May,2012-05,2,5,Wednesday,0,11214,Wednesday,,,,,1,0,1
20120503,d_461,2012-05-03,2012,2,5,May,2012-05,3,6,Thursday,0,11214,Thursday,,,,,1,1,1
20120504,d_462,2012-05-04,2012,2,5,May,2012-05,4,7,Friday,0,11214,Friday,,,,,1,0,0
20120505,d_463,2012-05-05,2012,2,5,May,2012-05,5,1,Saturday,1,11215,Saturday,Cinco De Mayo,Cultural,,,1,1,1
20120506,d_464,2012-05-06,2012,2,5,May,2012-05,6,2,Sunday,1,11215,Sunday,,,,,1,1,1
20120507,d_465,2012-05-07,2012,2,5,May,2012-05,7,3,Monday,0,11215,Monday,,,,,1,1,0
20120508,d_466,2012-05-08,2012,2,5,May,2012-05,8,4,Tuesday,0,11215,Tuesday,,,,,1,0,1
20120509,d_467,2012-05-09,2012,2,5,May,2012-05,9,5,Wednesday,0,11215,Wednesday,,,,,1,1,1
20120510,d_468,2012-05-10,2012,2,5,May,2012-05,10,6,Thursday,0,11215,Thursday,,,,,1,0,0
20120511,d_469,2012-05-11,2012,2,5,May,2012-05,11,7,Friday,0,11215,Friday,,,,,0,1,1
20120512,d_470,2012-05-12,2012,2,5,May,2012-05,12,1,Saturday,1,11216,Saturday,,,,,0,1,1
