model,store_id,item_id,day_id,date,actual_units,predicted_units,prediction_error,absolute_error,squared_error
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1920,2016-05-01,0,5,5,5,25
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1921,2016-05-02,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1922,2016-05-03,5,0,-5,5,25
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1923,2016-05-04,4,3,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1924,2016-05-05,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1925,2016-05-06,2,3,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1926,2016-05-07,5,4,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1927,2016-05-08,2,5,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1928,2016-05-09,3,0,-3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1929,2016-05-10,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1930,2016-05-11,0,3,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1931,2016-05-12,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1932,2016-05-13,5,3,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1933,2016-05-14,1,4,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1934,2016-05-15,1,5,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1935,2016-05-16,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1936,2016-05-17,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1937,2016-05-18,0,3,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1938,2016-05-19,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1939,2016-05-20,1,3,2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1940,2016-05-21,3,4,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_015,d_1941,2016-05-22,1,5,4,4,16
last_value_naive,CA_1,FOODS_3_016,d_1914,2016-04-25,2,7,5,5,25
last_value_naive,CA_1,FOODS_3_016,d_1915,2016-04-26,1,7,6,6,36
last_value_naive,CA_1,FOODS_3_016,d_1916,2016-04-27,5,7,2,2,4
last_value_naive,CA_1,FOODS_3_016,d_1917,2016-04-28,3,7,4,4,16
last_value_naive,CA_1,FOODS_3_016,d_1918,2016-04-29,3,7,4,4,16
last_value_naive,CA_1,FOODS_3_016,d_1919,2016-04-30,2,7,5,5,25
last_value_naive,CA_1,FOODS_3_016,d_1920,2016-05-01,8,7,-1,1,1
last_value_naive,CA_1,FOODS_3_016,d_1921,2016-05-02,5,7,2,2,4
last_value_naive,CA_1,FOODS_3_016,d_1922,2016-05-03,2,7,5,5,25
last_value_naive,CA_1,FOODS_3_016,d_1923,2016-05-04,8,7,-1,1,1
last_value_naive,CA_1,FOODS_3_016,d_1924,2016-05-05,0,7,7,7,49
last_value_naive,CA_1,FOODS_3_016,d_1925,2016-05-06,3,7,4,4,16
last_value_naive,CA_1,FOODS_3_016,d_1926,2016-05-07,4,7,3,3,9
last_value_naive,CA_1,FOODS_3_016,d_1927,2016-05-08,8,7,-1,1,1
last_value_naive,CA_1,FOODS_3_016,d_1928,2016-05-09,4,7,3,3,9
last_value_naive,CA_1,FOODS_3_016,d_1929,2016-05-10,1,7,6,6,36
last_value_naive,CA_1,FOODS_3_016,d_1930,2016-05-11,3,7,4,4,16
last_value_naive,CA_1,FOODS_3_016,d_1931,2016-05-12,3,7,4,4,16
last_value_naive,CA_1,FOODS_3_016,d_1932,2016-05-13,1,7,6,6,36
last_value_naive,CA_1,FOODS_3_016,d_1933,2016-05-14,6,7,1,1,1
last_value_naive,CA_1,FOODS_3_016,d_1934,2016-05-15,3,7,4,4,16
last_value_naive,CA_1,FOODS_3_016,d_1935,2016-05-16,6,7,1,1,1
last_value_naive,CA_1,FOODS_3_016,d_1936,2016-05-17,2,7,5,5,25
last_value_naive,CA_1,FOODS_3_016,d_1937,2016-05-18,2,7,5,5,25
last_value_naive,CA_1,FOODS_3_016,d_1938,2016-05-19,1,7,6,6,36
last_value_naive,CA_1,FOODS_3_016,d_1939,2016-05-20,2,7,5,5,25
last_value_naive,CA_1,FOODS_3_016,d_1940,2016-05-21,0,7,7,7,49
last_value_naive,CA_1,FOODS_3_016,d_1941,2016-05-22,6,7,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1914,2016-04-25,2,4,2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1915,2016-04-26,1,6,5,5,25
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1916,2016-04-27,5,1,-4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1917,2016-04-28,3,4,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1918,2016-04-29,3,1,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1919,2016-04-30,2,4,2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1920,2016-05-01,8,7,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1921,2016-05-02,5,4,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1922,2016-05-03,2,6,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1923,2016-05-04,8,1,-7,7,49
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1924,2016-05-05,0,4,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1925,2016-05-06,3,1,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1926,2016-05-07,4,4,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1927,2016-05-08,8,7,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1928,2016-05-09,4,4,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1929,2016-05-10,1,6,5,5,25
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1930,2016-05-11,3,1,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1931,2016-05-12,3,4,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1932,2016-05-13,1,1,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1933,2016-05-14,6,4,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1934,2016-05-15,3,7,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1935,2016-05-16,6,4,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1936,2016-05-17,2,6,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1937,2016-05-18,2,1,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1938,2016-05-19,1,4,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1939,2016-05-20,2,1,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1940,2016-05-21,0,4,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_016,d_1941,2016-05-22,6,7,1,1,1
last_value_naive,CA_1,FOODS_3_017,d_1914,2016-04-25,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1915,2016-04-26,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1916,2016-04-27,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1917,2016-04-28,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1918,2016-04-29,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1919,2016-04-30,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1920,2016-05-01,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1921,2016-05-02,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1922,2016-05-03,1,0,-1,1,1
last_value_naive,CA_1,FOODS_3_017,d_1923,2016-05-04,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1924,2016-05-05,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1925,2016-05-06,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1926,2016-05-07,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1927,2016-05-08,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1928,2016-05-09,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1929,2016-05-10,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1930,2016-05-11,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1931,2016-05-12,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1932,2016-05-13,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1933,2016-05-14,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1934,2016-05-15,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1935,2016-05-16,1,0,-1,1,1
last_value_naive,CA_1,FOODS_3_017,d_1936,2016-05-17,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1937,2016-05-18,1,0,-1,1,1
last_value_naive,CA_1,FOODS_3_017,d_1938,2016-05-19,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1939,2016-05-20,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1940,2016-05-21,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_017,d_1941,2016-05-22,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1914,2016-04-25,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1915,2016-04-26,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1916,2016-04-27,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1917,2016-04-28,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1918,2016-04-29,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1919,2016-04-30,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1920,2016-05-01,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1921,2016-05-02,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1922,2016-05-03,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1923,2016-05-04,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1924,2016-05-05,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1925,2016-05-06,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1926,2016-05-07,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1927,2016-05-08,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1928,2016-05-09,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1929,2016-05-10,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1930,2016-05-11,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1931,2016-05-12,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1932,2016-05-13,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1933,2016-05-14,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1934,2016-05-15,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1935,2016-05-16,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1936,2016-05-17,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1937,2016-05-18,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1938,2016-05-19,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1939,2016-05-20,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1940,2016-05-21,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_017,d_1941,2016-05-22,0,0,0,0,0
last_value_naive,CA_1,FOODS_3_018,d_1914,2016-04-25,2,1,-1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1915,2016-04-26,0,1,1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1916,2016-04-27,0,1,1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1917,2016-04-28,1,1,0,0,0
last_value_naive,CA_1,FOODS_3_018,d_1918,2016-04-29,4,1,-3,3,9
last_value_naive,CA_1,FOODS_3_018,d_1919,2016-04-30,1,1,0,0,0
last_value_naive,CA_1,FOODS_3_018,d_1920,2016-05-01,2,1,-1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1921,2016-05-02,2,1,-1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1922,2016-05-03,1,1,0,0,0
last_value_naive,CA_1,FOODS_3_018,d_1923,2016-05-04,2,1,-1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1924,2016-05-05,0,1,1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1925,2016-05-06,4,1,-3,3,9
last_value_naive,CA_1,FOODS_3_018,d_1926,2016-05-07,1,1,0,0,0
last_value_naive,CA_1,FOODS_3_018,d_1927,2016-05-08,2,1,-1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1928,2016-05-09,4,1,-3,3,9
last_value_naive,CA_1,FOODS_3_018,d_1929,2016-05-10,0,1,1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1930,2016-05-11,0,1,1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1931,2016-05-12,4,1,-3,3,9
last_value_naive,CA_1,FOODS_3_018,d_1932,2016-05-13,2,1,-1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1933,2016-05-14,2,1,-1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1934,2016-05-15,3,1,-2,2,4
last_value_naive,CA_1,FOODS_3_018,d_1935,2016-05-16,4,1,-3,3,9
last_value_naive,CA_1,FOODS_3_018,d_1936,2016-05-17,1,1,0,0,0
last_value_naive,CA_1,FOODS_3_018,d_1937,2016-05-18,1,1,0,0,0
last_value_naive,CA_1,FOODS_3_018,d_1938,2016-05-19,2,1,-1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1939,2016-05-20,1,1,0,0,0
last_value_naive,CA_1,FOODS_3_018,d_1940,2016-05-21,2,1,-1,1,1
last_value_naive,CA_1,FOODS_3_018,d_1941,2016-05-22,4,1,-3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1914,2016-04-25,2,3,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1915,2016-04-26,0,2,2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1916,2016-04-27,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1917,2016-04-28,1,1,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1918,2016-04-29,4,0,-4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1919,2016-04-30,1,5,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1920,2016-05-01,2,1,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1921,2016-05-02,2,3,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1922,2016-05-03,1,2,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1923,2016-05-04,2,0,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1924,2016-05-05,0,1,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1925,2016-05-06,4,0,-4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1926,2016-05-07,1,5,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1927,2016-05-08,2,1,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1928,2016-05-09,4,3,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1929,2016-05-10,0,2,2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1930,2016-05-11,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1931,2016-05-12,4,1,-3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1932,2016-05-13,2,0,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1933,2016-05-14,2,5,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1934,2016-05-15,3,1,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1935,2016-05-16,4,3,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1936,2016-05-17,1,2,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1937,2016-05-18,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1938,2016-05-19,2,1,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1939,2016-05-20,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1940,2016-05-21,2,5,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_018,d_1941,2016-05-22,4,1,-3,3,9
last_value_naive,CA_1,FOODS_3_019,d_1914,2016-04-25,2,2,0,0,0
last_value_naive,CA_1,FOODS_3_019,d_1915,2016-04-26,1,2,1,1,1
last_value_naive,CA_1,FOODS_3_019,d_1916,2016-04-27,0,2,2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1917,2016-04-28,2,2,0,0,0
last_value_naive,CA_1,FOODS_3_019,d_1918,2016-04-29,0,2,2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1919,2016-04-30,4,2,-2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1920,2016-05-01,0,2,2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1921,2016-05-02,2,2,0,0,0
last_value_naive,CA_1,FOODS_3_019,d_1922,2016-05-03,0,2,2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1923,2016-05-04,0,2,2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1924,2016-05-05,2,2,0,0,0
last_value_naive,CA_1,FOODS_3_019,d_1925,2016-05-06,0,2,2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1926,2016-05-07,5,2,-3,3,9
last_value_naive,CA_1,FOODS_3_019,d_1927,2016-05-08,1,2,1,1,1
last_value_naive,CA_1,FOODS_3_019,d_1928,2016-05-09,4,2,-2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1929,2016-05-10,1,2,1,1,1
last_value_naive,CA_1,FOODS_3_019,d_1930,2016-05-11,6,2,-4,4,16
last_value_naive,CA_1,FOODS_3_019,d_1931,2016-05-12,1,2,1,1,1
last_value_naive,CA_1,FOODS_3_019,d_1932,2016-05-13,2,2,0,0,0
last_value_naive,CA_1,FOODS_3_019,d_1933,2016-05-14,9,2,-7,7,49
last_value_naive,CA_1,FOODS_3_019,d_1934,2016-05-15,4,2,-2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1935,2016-05-16,5,2,-3,3,9
last_value_naive,CA_1,FOODS_3_019,d_1936,2016-05-17,2,2,0,0,0
last_value_naive,CA_1,FOODS_3_019,d_1937,2016-05-18,4,2,-2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1938,2016-05-19,2,2,0,0,0
last_value_naive,CA_1,FOODS_3_019,d_1939,2016-05-20,1,2,1,1,1
last_value_naive,CA_1,FOODS_3_019,d_1940,2016-05-21,4,2,-2,2,4
last_value_naive,CA_1,FOODS_3_019,d_1941,2016-05-22,7,2,-5,5,25
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1914,2016-04-25,2,3,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1915,2016-04-26,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1916,2016-04-27,0,1,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1917,2016-04-28,2,0,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1918,2016-04-29,0,1,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1919,2016-04-30,4,3,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1920,2016-05-01,0,2,2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1921,2016-05-02,2,3,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1922,2016-05-03,0,0,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1923,2016-05-04,0,1,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1924,2016-05-05,2,0,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1925,2016-05-06,0,1,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1926,2016-05-07,5,3,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1927,2016-05-08,1,2,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1928,2016-05-09,4,3,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1929,2016-05-10,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1930,2016-05-11,6,1,-5,5,25
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1931,2016-05-12,1,0,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1932,2016-05-13,2,1,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1933,2016-05-14,9,3,-6,6,36
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1934,2016-05-15,4,2,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1935,2016-05-16,5,3,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1936,2016-05-17,2,0,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1937,2016-05-18,4,1,-3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1938,2016-05-19,2,0,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1939,2016-05-20,1,1,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1940,2016-05-21,4,3,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_019,d_1941,2016-05-22,7,2,-5,5,25
last_value_naive,CA_1,FOODS_3_020,d_1914,2016-04-25,12,20,8,8,64
last_value_naive,CA_1,FOODS_3_020,d_1915,2016-04-26,16,20,4,4,16
last_value_naive,CA_1,FOODS_3_020,d_1916,2016-04-27,7,20,13,13,169
last_value_naive,CA_1,FOODS_3_020,d_1917,2016-04-28,5,20,15,15,225
last_value_naive,CA_1,FOODS_3_020,d_1918,2016-04-29,4,20,16,16,256
last_value_naive,CA_1,FOODS_3_020,d_1919,2016-04-30,10,20,10,10,100
last_value_naive,CA_1,FOODS_3_020,d_1920,2016-05-01,19,20,1,1,1
last_value_naive,CA_1,FOODS_3_020,d_1921,2016-05-02,14,20,6,6,36
last_value_naive,CA_1,FOODS_3_020,d_1922,2016-05-03,10,20,10,10,100
last_value_naive,CA_1,FOODS_3_020,d_1923,2016-05-04,8,20,12,12,144
last_value_naive,CA_1,FOODS_3_020,d_1924,2016-05-05,6,20,14,14,196
last_value_naive,CA_1,FOODS_3_020,d_1925,2016-05-06,20,20,0,0,0
last_value_naive,CA_1,FOODS_3_020,d_1926,2016-05-07,4,20,16,16,256
last_value_naive,CA_1,FOODS_3_020,d_1927,2016-05-08,9,20,11,11,121
last_value_naive,CA_1,FOODS_3_020,d_1928,2016-05-09,24,20,-4,4,16
last_value_naive,CA_1,FOODS_3_020,d_1929,2016-05-10,6,20,14,14,196
last_value_naive,CA_1,FOODS_3_020,d_1930,2016-05-11,3,20,17,17,289
last_value_naive,CA_1,FOODS_3_020,d_1931,2016-05-12,9,20,11,11,121
last_value_naive,CA_1,FOODS_3_020,d_1932,2016-05-13,20,20,0,0,0
last_value_naive,CA_1,FOODS_3_020,d_1933,2016-05-14,16,20,4,4,16
last_value_naive,CA_1,FOODS_3_020,d_1934,2016-05-15,11,20,9,9,81
last_value_naive,CA_1,FOODS_3_020,d_1935,2016-05-16,4,20,16,16,256
last_value_naive,CA_1,FOODS_3_020,d_1936,2016-05-17,3,20,17,17,289
last_value_naive,CA_1,FOODS_3_020,d_1937,2016-05-18,5,20,15,15,225
last_value_naive,CA_1,FOODS_3_020,d_1938,2016-05-19,14,20,6,6,36
last_value_naive,CA_1,FOODS_3_020,d_1939,2016-05-20,6,20,14,14,196
last_value_naive,CA_1,FOODS_3_020,d_1940,2016-05-21,15,20,5,5,25
last_value_naive,CA_1,FOODS_3_020,d_1941,2016-05-22,4,20,16,16,256
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1914,2016-04-25,12,7,-5,5,25
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1915,2016-04-26,16,7,-9,9,81
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1916,2016-04-27,7,6,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1917,2016-04-28,5,9,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1918,2016-04-29,4,5,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1919,2016-04-30,10,2,-8,8,64
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1920,2016-05-01,19,20,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1921,2016-05-02,14,7,-7,7,49
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1922,2016-05-03,10,7,-3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1923,2016-05-04,8,6,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1924,2016-05-05,6,9,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1925,2016-05-06,20,5,-15,15,225
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1926,2016-05-07,4,2,-2,2,4
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1927,2016-05-08,9,20,11,11,121
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1928,2016-05-09,24,7,-17,17,289
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1929,2016-05-10,6,7,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1930,2016-05-11,3,6,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1931,2016-05-12,9,9,0,0,0
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1932,2016-05-13,20,5,-15,15,225
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1933,2016-05-14,16,2,-14,14,196
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1934,2016-05-15,11,20,9,9,81
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1935,2016-05-16,4,7,3,3,9
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1936,2016-05-17,3,7,4,4,16
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1937,2016-05-18,5,6,1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1938,2016-05-19,14,9,-5,5,25
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1939,2016-05-20,6,5,-1,1,1
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1940,2016-05-21,15,2,-13,13,169
weekly_seasonal_naive,CA_1,FOODS_3_020,d_1941,2016-05-22,4,20,16,16,256
last_value_naive,CA_1,FOODS_3_021,d_1914,2016-04-25,0,0,0,0,0
