forecast_model,inventory_policy,store_id,item_id,forecast_total_units,actual_demand_units,uncertainty_std_28,service_factor,safety_stock_units,order_quantity,served_units,shortage_units,leftover_units,fill_rate_percent,stockout_occurred,holding_cost_units,shortage_cost_units,total_cost_units,target_order_quantity,average_sell_price,unit_purchase_cost,priority_weight,scenario,allocation_method,allocated_order_quantity,operational_cost_units,purchase_spend,target_coverage_percent,budget_limit,capacity_limit,unconstrained_spend,unconstrained_units
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_035,26.5107,22.0,9.1901,0.9674,9,36,14.0,8.0,0.0,63.63636363636363,1,14.0,40.0,14.0,36,4.18,2.5079999999999996,1.0804874799174606,tight,milp_optimised,14,54.0,35.111999999999995,38.88888888888889,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_036,13.3418,12.0,5.9262,0.9674,6,20,8.0,4.0,0.0,66.66666666666666,1,8.0,20.0,8.0,20,2.88,1.728,1.0471097398897529,tight,milp_optimised,8,28.0,13.824,40.0,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_037,61.2115,67.0,39.947,0.9674,38,100,46.0,21.0,0.0,68.65671641791045,1,33.0,105.0,33.0,100,2.56,1.536,1.2808837849812438,tight,milp_optimised,46,138.0,70.656,46.0,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_038,30.5328,21.0,14.2887,0.9674,14,45,18.0,3.0,0.0,85.71428571428571,1,24.0,15.0,24.0,45,4.98,2.988,1.1114982276259815,tight,milp_optimised,18,39.0,53.784,40.0,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_039,177.9836,202.0,81.3346,0.9674,79,257,202.0,0.0,55.0,100.0,0,55.0,0.0,55.0,257,3.9799999999999995,2.3879999999999995,1.6400154803187013,tight,milp_optimised,257,55.0,613.7159999999999,100.0,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_040,34.7814,48.0,19.2958,0.9674,19,54,21.0,27.0,0.0,43.75,1,6.0,135.0,6.0,54,2.56,1.536,1.1423337933302944,tight,milp_optimised,21,141.0,32.256,38.88888888888889,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_041,61.0996,56.0,22.5759,0.9674,21,83,33.0,23.0,0.0,58.92857142857143,1,27.0,115.0,27.0,83,2.98,1.788,1.1925820767093573,tight,milp_optimised,33,142.0,59.004,39.75903614457831,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_042,391.6203,444.0,39.9211,0.9674,39,431,431.0,13.0,0.0,97.07207207207207,1,0.0,65.0,65.0,431,1.6800000000000002,1.008,1.702600749480317,tight,milp_optimised,431,65.0,434.448,100.0,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_043,28.802,23.0,13.8372,0.9674,14,43,17.0,6.0,0.0,73.91304347826086,1,20.0,30.0,20.0,43,2.56,1.536,1.106997058410825,tight,milp_optimised,17,50.0,26.112000000000002,39.53488372093023,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_044,46.4028,35.0,20.9504,0.9674,20,67,26.0,9.0,0.0,74.28571428571429,1,32.0,45.0,32.0,67,2.88,1.728,1.1655685230027382,tight,milp_optimised,26,77.0,44.928,38.80597014925373,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_045,16.0271,18.0,4.6649,0.9674,4,21,8.0,10.0,0.0,44.44444444444444,1,3.0,50.0,3.0,21,3.9799999999999995,2.3879999999999995,1.0441370539423471,tight,milp_optimised,8,53.0,19.103999999999996,38.095238095238095,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_046,40.7572,49.0,8.4481,0.9674,8,49,19.0,30.0,0.0,38.775510204081634,1,0.0,150.0,0.0,49,1.98,1.188,1.0949109827924532,tight,milp_optimised,19,150.0,22.572,38.775510204081634,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_047,50.2294,28.0,10.9094,0.9674,10,61,24.0,4.0,0.0,85.71428571428571,1,33.0,20.0,33.0,61,1.0,0.6,1.1194957541309702,tight,milp_optimised,24,53.0,14.399999999999999,39.34426229508197,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_048,94.3065,98.0,33.9839,0.9674,33,128,98.0,0.0,30.0,100.0,0,30.0,0.0,30.0,128,1.5,0.8999999999999999,1.2928748164841943,tight,milp_optimised,128,30.0,115.19999999999999,100.0,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_049,10.2734,7.0,3.7685,0.9674,3,14,5.0,2.0,0.0,71.42857142857143,1,7.0,10.0,7.0,14,4.74,2.844,1.0322417791589,tight,milp_optimised,5,17.0,14.219999999999999,35.714285714285715,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_050,8.9472,6.0,3.1291,0.9674,3,12,4.0,2.0,0.0,66.66666666666666,1,6.0,10.0,6.0,12,2.26,1.3559999999999999,1.0273035837426243,tight,milp_optimised,4,16.0,5.4239999999999995,33.33333333333333,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_001,13.0118,10.0,8.5612,0.9674,8,22,10.0,0.0,4.0,100.0,0,12.0,0.0,12.0,22,2.5,1.5,1.060061115442889,tight,proportional_heuristic,14,12.0,21.0,63.63636363636363,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_002,33.2926,111.0,93.5249,0.9674,90,124,81.0,30.0,0.0,72.97297297297297,1,13.0,150.0,13.0,124,2.548,1.5288,1.5171478249383386,tight,proportional_heuristic,81,163.0,123.83279999999999,65.32258064516128,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_003,34.532,30.0,18.48,0.9674,18,53,30.0,0.0,4.0,100.0,0,23.0,0.0,23.0,53,3.6399999999999997,2.1839999999999997,1.1378751638083802,tight,proportional_heuristic,34,23.0,74.25599999999999,64.15094339622641,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_004,10.7251,10.0,5.3924,0.9674,5,16,10.0,0.0,0.0,100.0,0,6.0,0.0,6.0,16,5.98,3.588,1.0410598256991321,tight,proportional_heuristic,10,6.0,35.88,62.5,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_005,18.908,18.0,7.2522,0.9674,7,26,17.0,1.0,0.0,94.44444444444444,1,8.0,5.0,8.0,26,2.28,1.3679999999999999,1.0609458571895058,tight,proportional_heuristic,17,13.0,23.255999999999997,65.38461538461539,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_006,27.2605,27.0,11.3841,0.9674,11,39,25.0,2.0,0.0,92.5925925925926,1,12.0,10.0,12.0,39,7.88,4.728,1.0925793988707957,tight,proportional_heuristic,25,22.0,118.19999999999999,64.1025641025641,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_007,86.9545,143.0,44.5861,0.9674,44,131,90.0,53.0,0.0,62.93706293706294,1,0.0,265.0,60.0,131,0.25,0.15,1.337294648275822,tight,proportional_heuristic,90,265.0,13.5,68.70229007633588,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_008,33.9889,125.0,98.5216,0.9674,96,130,87.0,38.0,0.0,69.6,1,5.0,190.0,5.0,130,0.74,0.444,1.5433952223620686,tight,proportional_heuristic,87,195.0,38.628,66.92307692307692,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_009,12.1319,3.0,7.1623,0.9674,7,20,3.0,0.0,11.0,100.0,0,17.0,0.0,17.0,20,2.28,1.3679999999999999,1.0518382474616905,tight,proportional_heuristic,14,17.0,19.151999999999997,70.0,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_010,29.9079,49.0,16.7531,0.9674,17,47,30.0,19.0,0.0,61.224489795918366,1,0.0,95.0,10.0,47,2.84,1.704,1.1232072905343133,tight,proportional_heuristic,30,95.0,51.12,63.829787234042556,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_011,67.6619,57.0,19.8241,0.9674,19,87,57.0,0.0,0.0,100.0,0,30.0,0.0,30.0,87,1.8799999999999997,1.1279999999999997,1.1869950073830844,tight,proportional_heuristic,57,30.0,64.29599999999998,65.51724137931035,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_012,22.8061,25.0,15.3698,0.9674,15,38,25.0,0.0,0.0,100.0,0,13.0,0.0,13.0,38,2.68,1.608,1.10711980153561,tight,proportional_heuristic,25,13.0,40.2,65.78947368421053,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_013,44.3228,60.0,23.3165,0.9674,22,67,44.0,16.0,0.0,73.33333333333333,1,7.0,80.0,7.0,67,2.58,1.548,1.1749209161382277,tight,proportional_heuristic,44,87.0,68.112,65.67164179104478,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_014,26.2921,23.0,8.4326,0.9674,8,35,23.0,0.0,0.0,100.0,0,12.0,0.0,12.0,35,1.98,1.188,1.0763640484039874,tight,proportional_heuristic,23,12.0,27.323999999999998,65.71428571428571,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_015,44.3042,49.0,19.1949,0.9674,18,63,42.0,7.0,0.0,85.71428571428571,1,14.0,35.0,14.0,63,1.78,1.068,1.1539799281627727,tight,proportional_heuristic,42,49.0,44.856,66.66666666666666,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_016,36.8566,46.0,9.3418,0.9674,9,46,29.0,17.0,0.0,63.04347826086957,1,0.0,85.0,0.0,46,2.98,1.788,1.0944664574989633,tight,proportional_heuristic,29,85.0,51.852000000000004,63.04347826086957,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_017,6.361,8.0,1.9325,0.9674,2,9,6.0,2.0,0.0,75.0,1,1.0,10.0,1.0,9,1.98,1.188,1.0179288809570608,tight,proportional_heuristic,6,11.0,7.128,66.66666666666666,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_018,17.6703,15.0,7.6484,0.9674,8,26,15.0,0.0,1.0,100.0,0,11.0,0.0,11.0,26,4.54,2.7239999999999998,1.0613763541458092,tight,proportional_heuristic,16,11.0,43.583999999999996,61.53846153846154,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_019,33.041,39.0,5.4243,0.9674,5,39,26.0,13.0,0.0,66.66666666666666,1,0.0,65.0,0.0,39,1.98,1.188,1.0697134750492965,tight,proportional_heuristic,26,65.0,30.887999999999998,66.66666666666666,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_020,108.4505,131.0,50.3851,0.9674,49,158,104.0,27.0,0.0,79.38931297709924,1,27.0,135.0,27.0,158,0.9399999999999998,0.5639999999999998,1.394169693935893,tight,proportional_heuristic,104,162.0,58.655999999999985,65.82278481012658,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_021,12.1596,9.0,4.5532,0.9674,4,17,9.0,0.0,2.0,100.0,0,8.0,0.0,8.0,17,2.48,1.488,1.0386323545808869,tight,proportional_heuristic,11,8.0,16.368,64.70588235294117,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_022,6.7947,10.0,3.6015,0.9674,4,11,7.0,3.0,0.0,70.0,1,1.0,15.0,1.0,11,1.98,1.188,1.0269528298716477,tight,proportional_heuristic,7,16.0,8.315999999999999,63.63636363636363,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_023,19.1918,17.0,4.6545,0.9674,4,24,15.0,2.0,0.0,88.23529411764706,1,7.0,10.0,7.0,24,3.9799999999999995,2.3879999999999995,1.0481247945204217,tight,proportional_heuristic,15,17.0,35.81999999999999,62.5,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_024,41.1652,0.0,74.6328,0.9674,72,114,0.0,0.0,75.0,100.0,0,114.0,0.0,114.0,114,0.9399999999999998,0.5639999999999998,1.4313211827457781,tight,proportional_heuristic,75,114.0,42.29999999999999,65.78947368421053,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_025,48.6927,53.0,16.2832,0.9674,16,65,42.0,11.0,0.0,79.24528301886792,1,12.0,55.0,12.0,65,2.88,1.728,1.1448059692732706,tight,proportional_heuristic,42,67.0,72.576,64.61538461538461,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_026,32.5087,33.0,7.6763,0.9674,7,40,27.0,6.0,0.0,81.81818181818183,1,7.0,30.0,7.0,40,1.98,1.188,1.0804628285107092,tight,proportional_heuristic,27,37.0,32.076,67.5,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_027,20.6345,23.0,7.036,0.9674,7,28,19.0,4.0,0.0,82.6086956521739,1,5.0,20.0,5.0,28,2.0,1.2,1.0620529393747173,tight,proportional_heuristic,19,25.0,22.8,67.85714285714286,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_028,27.0031,15.0,4.675,0.9674,4,32,15.0,0.0,5.0,100.0,0,17.0,0.0,17.0,32,3.88,2.328,1.0582018855998254,tight,proportional_heuristic,20,17.0,46.559999999999995,62.5,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_029,65.296,58.0,19.6666,0.9674,19,85,56.0,2.0,0.0,96.55172413793103,1,27.0,10.0,27.0,85,1.5,0.8999999999999999,1.1831750348124856,tight,proportional_heuristic,56,37.0,50.39999999999999,65.88235294117646,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_030,176.5331,185.0,66.8643,0.9674,65,242,158.0,27.0,0.0,85.4054054054054,1,57.0,135.0,57.0,242,1.25,0.75,1.5647263634568283,tight,proportional_heuristic,158,192.0,118.5,65.28925619834712,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_031,29.5824,39.0,7.3588,0.9674,7,37,23.0,16.0,0.0,58.97435897435898,1,0.0,80.0,10.0,37,4.68,2.808,1.0751153623059304,tight,proportional_heuristic,23,80.0,64.584,62.16216216216216,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_032,41.3079,31.0,10.3146,0.9674,10,52,31.0,0.0,2.0,100.0,0,21.0,0.0,21.0,52,2.98,1.788,1.1050866293664978,tight,proportional_heuristic,33,21.0,59.004,63.46153846153846,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_033,14.008,21.0,3.8208,0.9674,3,18,12.0,9.0,0.0,57.14285714285714,1,0.0,45.0,15.0,18,2.5,1.5,1.0372753421223175,tight,proportional_heuristic,12,45.0,18.0,66.66666666666666,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_034,23.8496,20.0,7.9035,0.9674,8,32,20.0,0.0,1.0,100.0,0,12.0,0.0,12.0,32,2.56,1.536,1.0705603961589574,tight,proportional_heuristic,21,12.0,32.256,65.625,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_035,26.5107,22.0,9.1901,0.9674,9,36,22.0,0.0,1.0,100.0,0,14.0,0.0,14.0,36,4.18,2.5079999999999996,1.0804874799174606,tight,proportional_heuristic,23,14.0,57.68399999999999,63.888888888888886,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_036,13.3418,12.0,5.9262,0.9674,6,20,12.0,0.0,1.0,100.0,0,8.0,0.0,8.0,20,2.88,1.728,1.0471097398897529,tight,proportional_heuristic,13,8.0,22.464,65.0,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_037,61.2115,67.0,39.947,0.9674,38,100,66.0,1.0,0.0,98.50746268656717,1,33.0,5.0,33.0,100,2.56,1.536,1.2808837849812438,tight,proportional_heuristic,66,38.0,101.376,66.0,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_038,30.5328,21.0,14.2887,0.9674,14,45,21.0,0.0,8.0,100.0,0,24.0,0.0,24.0,45,4.98,2.988,1.1114982276259815,tight,proportional_heuristic,29,24.0,86.652,64.44444444444444,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_039,177.9836,202.0,81.3346,0.9674,79,257,168.0,34.0,0.0,83.16831683168317,1,55.0,170.0,55.0,257,3.9799999999999995,2.3879999999999995,1.6400154803187013,tight,proportional_heuristic,168,225.0,401.1839999999999,65.36964980544747,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_040,34.7814,48.0,19.2958,0.9674,19,54,36.0,12.0,0.0,75.0,1,6.0,60.0,6.0,54,2.56,1.536,1.1423337933302944,tight,proportional_heuristic,36,66.0,55.296,66.66666666666666,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_041,61.0996,56.0,22.5759,0.9674,21,83,54.0,2.0,0.0,96.42857142857143,1,27.0,10.0,27.0,83,2.98,1.788,1.1925820767093573,tight,proportional_heuristic,54,37.0,96.552,65.06024096385542,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_042,391.6203,444.0,39.9211,0.9674,39,431,282.0,162.0,0.0,63.51351351351351,1,0.0,810.0,65.0,431,1.6800000000000002,1.008,1.702600749480317,tight,proportional_heuristic,282,810.0,284.25600000000003,65.4292343387471,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_043,28.802,23.0,13.8372,0.9674,14,43,23.0,0.0,6.0,100.0,0,20.0,0.0,20.0,43,2.56,1.536,1.106997058410825,tight,proportional_heuristic,29,20.0,44.544000000000004,67.44186046511628,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_044,46.4028,35.0,20.9504,0.9674,20,67,35.0,0.0,9.0,100.0,0,32.0,0.0,32.0,67,2.88,1.728,1.1655685230027382,tight,proportional_heuristic,44,32.0,76.032,65.67164179104478,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_045,16.0271,18.0,4.6649,0.9674,4,21,13.0,5.0,0.0,72.22222222222221,1,3.0,25.0,3.0,21,3.9799999999999995,2.3879999999999995,1.0441370539423471,tight,proportional_heuristic,13,28.0,31.043999999999993,61.904761904761905,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_046,40.7572,49.0,8.4481,0.9674,8,49,32.0,17.0,0.0,65.3061224489796,1,0.0,85.0,0.0,49,1.98,1.188,1.0949109827924532,tight,proportional_heuristic,32,85.0,38.016,65.3061224489796,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_047,50.2294,28.0,10.9094,0.9674,10,61,28.0,0.0,12.0,100.0,0,33.0,0.0,33.0,61,1.0,0.6,1.1194957541309702,tight,proportional_heuristic,40,33.0,24.0,65.57377049180327,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_048,94.3065,98.0,33.9839,0.9674,33,128,84.0,14.0,0.0,85.71428571428571,1,30.0,70.0,30.0,128,1.5,0.8999999999999999,1.2928748164841943,tight,proportional_heuristic,84,100.0,75.6,65.625,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_049,10.2734,7.0,3.7685,0.9674,3,14,7.0,0.0,1.0,100.0,0,7.0,0.0,7.0,14,4.74,2.844,1.0322417791589,tight,proportional_heuristic,8,7.0,22.752,57.14285714285714,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,WI_1,FOODS_3_050,8.9472,6.0,3.1291,0.9674,3,12,6.0,0.0,2.0,100.0,0,6.0,0.0,6.0,12,2.26,1.3559999999999999,1.0273035837426243,tight,proportional_heuristic,8,6.0,10.847999999999999,66.66666666666666,3003.62478,2375,4620.9612,3394
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_001,15.0125,5.0,9.973,0.9674,9,25,5.0,0.0,5.0,100.0,0,20.0,0.0,20.0,25,2.5,1.5,1.060548941971695,balanced,milp_optimised,10,20.0,15.0,40.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_002,33.0824,37.0,33.4861,0.9674,32,66,37.0,0.0,29.0,100.0,0,29.0,0.0,29.0,66,2.548,1.5288,1.1736321945991801,balanced,milp_optimised,66,29.0,100.90079999999999,100.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_003,22.6687,15.0,16.7706,0.9674,16,39,15.0,0.0,0.0,100.0,0,24.0,0.0,24.0,39,3.6399999999999997,2.1839999999999997,1.0974067241819878,balanced,milp_optimised,15,24.0,32.76,38.46153846153847,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_004,26.5785,24.0,7.0569,0.9674,7,34,13.0,11.0,0.0,54.166666666666664,1,10.0,55.0,10.0,34,5.98,3.588,1.070171232556619,balanced,milp_optimised,13,65.0,46.644,38.23529411764706,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_005,14.7079,16.0,5.6627,0.9674,6,21,8.0,8.0,0.0,50.0,1,5.0,40.0,5.0,21,2.28,1.3679999999999999,1.044970613590258,balanced,milp_optimised,8,45.0,10.943999999999999,38.095238095238095,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_006,13.4888,11.0,4.9844,0.9674,5,19,7.0,4.0,0.0,63.63636363636363,1,8.0,20.0,8.0,19,7.88,4.728,1.04051327349466,balanced,milp_optimised,7,28.0,33.096,36.84210526315789,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_007,151.4111,52.0,68.4641,0.9674,66,218,52.0,0.0,166.0,100.0,0,166.0,0.0,166.0,218,0.25,0.15,1.498474704303477,balanced,milp_optimised,218,166.0,32.699999999999996,100.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_008,37.6984,50.0,101.1057,0.9674,98,136,50.0,0.0,86.0,100.0,0,86.0,0.0,86.0,136,0.74,0.444,1.4177452405106417,balanced,milp_optimised,136,86.0,60.384,100.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_009,14.8417,10.0,7.5833,0.9674,8,23,9.0,1.0,0.0,90.0,1,13.0,5.0,13.0,23,2.28,1.3679999999999999,1.0519087682688841,balanced,milp_optimised,9,18.0,12.312,39.130434782608695,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_010,24.1869,18.0,5.801,0.9674,5,30,12.0,6.0,0.0,66.66666666666666,1,12.0,30.0,12.0,30,2.84,1.704,1.0616881259329012,balanced,milp_optimised,12,42.0,20.448,40.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_011,77.5664,41.0,24.3011,0.9674,24,102,41.0,0.0,61.0,100.0,0,61.0,0.0,61.0,102,1.98,1.188,1.217733790755988,balanced,milp_optimised,102,61.0,121.17599999999999,100.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_012,60.672,56.0,18.0803,0.9674,18,79,56.0,0.0,23.0,100.0,0,23.0,0.0,23.0,79,2.68,1.608,1.167068879520826,balanced,milp_optimised,79,23.0,127.03200000000001,100.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_013,78.9084,94.0,30.4405,0.9674,30,109,94.0,0.0,15.0,100.0,0,15.0,0.0,15.0,109,2.58,1.548,1.2414782172073153,balanced,milp_optimised,109,15.0,168.732,100.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_014,24.1603,31.0,13.0318,0.9674,12,37,14.0,17.0,0.0,45.16129032258064,1,6.0,85.0,6.0,37,1.98,1.188,1.0869010466623468,balanced,milp_optimised,14,91.0,16.631999999999998,37.83783783783784,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_015,49.3666,41.0,41.5996,0.9674,40,90,41.0,0.0,49.0,100.0,0,49.0,0.0,49.0,90,1.78,1.068,1.229863573810743,balanced,milp_optimised,90,49.0,96.12,100.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_016,73.5464,94.0,25.3541,0.9674,25,99,94.0,0.0,5.0,100.0,0,5.0,0.0,5.0,99,2.98,1.788,1.2145271718324637,balanced,milp_optimised,99,5.0,177.012,100.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_017,4.6592,3.0,2.4302,0.9674,3,8,3.0,0.0,0.0,100.0,0,5.0,0.0,5.0,8,1.98,1.188,1.0164687986830478,balanced,milp_optimised,3,5.0,3.564,37.5,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_018,39.9882,52.0,15.9651,0.9674,16,56,52.0,0.0,4.0,100.0,0,4.0,0.0,4.0,56,4.54,2.7239999999999998,1.1242555690463638,balanced,milp_optimised,56,4.0,152.54399999999998,100.0,4175.23584,3338,5219.0448,3928
hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_019,30.6453,71.0,7.063,0.9674,7,38,15.0,56.0,0.0,21.12676056338028,1,0.0,280.0,165.0,38,1.98,1.188,1.077157630210409,balanced,milp_optimised,15,280.0,17.82,39.473684210526315,4175.23584,3338,5219.0448,3928
